S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
369,Mahindra KUV100 K8,Hyderabad,2015,61348,Petrol,Automatic,First,22.26 kmpl,1637 CC,156.25 bhp,5.0,,31.02
370,Hyundai Santro Sportz,Kolkata,2017,16255,Diesel,Manual,First,23.6 kmpl,1462 CC,156.04 bhp,7.0,45.56 Lakh,33.39
371,Mahindra Bolero SLE,Coimbatore,2004,290216,Petrol,Automatic,First,26.85 kmpl,1445 CC,109.0 bhp,7.0,,6.08
372,Datsun GO Plus T,Chennai,2000,118448,Diesel,Manual,First,28.35 kmpl,885 CC,62.44 bhp,5.0,22.12 Lakh,3.09
373,Volvo XC60 D4,Pune,2012,88875,Diesel,Automatic,First,17.4 kmpl,2552 CC,244.61 bhp,4.0,105.39 Lakh,46.12
374,Jeep Compass Limited,Pune,1999,414192,Diesel,Automatic,First,20.34 kmpl,1742 CC,151.46 bhp,5.0,51.48 Lakh,6.49
375,Hyundai Santro Sportz,Ahmedabad,2018,19703,Diesel,Manual,First,23.14 kmpl,1716 CC,114.1 bhp,7.0,36.89 Lakh,32.04
376,Hyundai Xcent SX,Jaipur,2012,56305,Diesel,Manual,Second,27.63 kmpl,1151 CC,91.97 bhp,5.0,,12.91
377,Toyota Innova Crysta 2.4 VX,Ahmedabad,2006,214874,Diesel,Manual,First,20.72 kmpl,2245 CC,186.44 bhp,7.0,61.95 Lakh,13.39
378,Mitsubishi Pajero Sport 4x2,Coimbatore,2003,138069,Diesel,Manual,First,20.47 kmpl,1840 CC,147.94 bhp,5.0,56.54 Lakh,10.15
379,Tata Zest XM,Mumbai,2008,137141,CNG,Manual,First,20.99 km/kg,854 CC,75.88 bhp,5.0,23.18 Lakh,6.65
380,Mini Countryman Cooper D,Coimbatore,2001,329580,Petrol,Automatic,First,10.56 kmpl,3223 CC,335.59 bhp,4.0,125.45 Lakh,15.31
381,Mitsubishi Pajero Sport 4x2,Kolkata,2010,156397,Diesel,Manual,Third,18.3 kmpl,2121 CC,202.22 bhp,7.0,61.34 Lakh,15.75
382,Skoda Octavia Ambition,Bangalore,2017,31792,Petrol,Automatic,First,20.16 kmpl,2128 CC,174.89 bhp,5.0,,43.63
383,Mercedes-Benz C-Class C 220 CDI,Mumbai,2001,253492,Diesel,Automatic,First,8.26 kmpl,3469 CC,338.73 bhp,4.0,128.44 Lakh,18.5
384,Renault Captur RXE,Kolkata,2007,95162,Petrol,Manual,First,23.97 kmpl,1226 CC,101.19 bhp,7.0,30.67 Lakh,8.85
385,Ford Aspire Titanium,Jaipur,2008,97510,Diesel,Automatic,First,21.37 kmpl,1600 CC,113.64 bhp,5.0,,14.08
386,Honda Civic VX,Kolkata,2007,206725,Diesel,Automatic,First,18.63 kmpl,1669 CC,135.44 bhp,7.0,38.9 Lakh,11.0
387,Nissan Terrano XV,Mumbai,1999,268640,Petrol,Manual,First,24.34 kmpl,1201 CC,113.43 bhp,7.0,32.48 Lakh,3.75
388,Chevrolet Cruze LTZ,Delhi,1999,79249,Petrol,Manual,Second,29.19 kmpl,888 CC,78.43 bhp,5.0,22.42 Lakh,3.35
389,Hyundai Grand i10 Sportz,Delhi,2014,46382,Diesel,Manual,First,22.26 kmpl,1726 CC,140.52 bhp,7.0,44.94 Lakh,27.58
390,Toyota Fortuner 4x2 AT,Kochi,2003,156475,Diesel,Automatic,First,15.5 kmpl,2339 CC,183.74 bhp,7.0,,11.48
391,Hyundai Santro Sportz,Ahmedabad,2014,75772,Petrol,Manual,Second,22.02 kmpl,1774 CC,130.7 bhp,5.0,,23.35
392,Maruti Ciaz ZXI,Mumbai,2019,11371,CNG,Automatic,First,32.73 km/kg,1046 CC,100.35 bhp,5.0,,25.21
393,Datsun RediGO T,Chennai,2019,5044,Diesel,Manual,First,24.32 kmpl,1421 CC,137.47 bhp,5.0,34.96 Lakh,29.57
394,Honda WR-V VX,Bangalore,2000,177836,Diesel,Automatic,First,25.77 kmpl,1158 CC,105.72 bhp,7.0,35.59 Lakh,5.77
395,Maruti Ignis Delta,Mumbai,2002,228077,CNG,Manual,First,26.75 km/kg,1102 CC,99.66 bhp,5.0,26.5 Lakh,4.01
396,Maruti Vitara Brezza VDI,Mumbai,2003,33046,Petrol,Manual,First,20.84 kmpl,1382 CC,134.07 bhp,7.0,,7.11
397,Renault Captur RXE,Kolkata,2010,30447,LPG,Automatic,First,31.07 km/kg,1145 CC,86.51 bhp,4.0,29.24 Lakh,12.44
398,Datsun GO T,Kolkata,2005,81095,Diesel,Manual,Second,27.57 kmpl,1161 CC,91.39 bhp,4.0,29.66 Lakh,6.8
399,Renault Captur RXE,Bangalore,2013,41607,Diesel,Manual,First,25.55 kmpl,1274 CC,116.82 bhp,5.0,,15.48
400,Mahindra TUV300 T8,Kolkata,2004,59695,Petrol,Manual,Second,23.66 kmpl,1755 CC,159.24 bhp,7.0,,9.94
401,Tata Tiago XZ,Chennai,2000,96275,Petrol,Manual,First,27.72 kmpl,1030 CC,78.48 bhp,7.0,27.73 Lakh,4.23
402,Maruti Ignis Delta,Delhi,2012,28435,Petrol,Manual,Second,24.35 kmpl,1388 CC,115.41 bhp,7.0,,15.2
403,Renault Captur RXE,Ahmedabad,2012,161406,Diesel,Manual,First,26.11 kmpl,1244 CC,89.02 bhp,5.0,26.49 Lakh,11.18
404,Hyundai Creta 1.6 CRDi SX Option,Kolkata,2019,10645,Diesel,Automatic,First,24.39 kmpl,1442 CC,107.5 bhp,5.0,33.96 Lakh,32.32
405,Tata Nexon XZ,Jaipur,2016,53750,Petrol,Automatic,First,28.74 kmpl,839 CC,79.38 bhp,7.0,25.7 Lakh,19.46
406,Volkswagen Polo Highline,Kochi,2010,158369,Petrol,Automatic,First,18.23 kmpl,2126 CC,206.43 bhp,5.0,,24.24
407,Maruti Swift Dzire VDI,Pune,2014,85394,Petrol,Automatic,Second,22.64 kmpl,1413 CC,95.24 bhp,5.0,,14.05
408,Tata Nexon XZ,Chennai,2010,126518,Diesel,Manual,First,26.0 kmpl,1060 CC,67.52 bhp,5.0,25.28 Lakh,9.56
409,Toyota Yaris VX,Chennai,2008,105373,Diesel,Automatic,First,23.1 kmpl,1575 CC,152.98 bhp,5.0,51.18 Lakh,16.18
410,Renault Duster RXZ,Chennai,1999,221795,Diesel,Manual,First,23.73 kmpl,1315 CC,139.37 bhp,5.0,,4.3
411,Skoda Superb Ambition,Bangalore,2009,187538,Diesel,Automatic,First,24.75 kmpl,1542 CC,151.63 bhp,7.0,50.45 Lakh,18.28
412,Jaguar XE 2.0 Diesel,Kochi,2000,399742,Diesel,Automatic,First,19.3 kmpl,1923 CC,175.8 bhp,5.0,93.99 Lakh,13.2
413,Chevrolet Beat LT,Pune,2016,57307,Petrol,Manual,First,30.48 kmpl,837 CC,64.5 bhp,5.0,24.73 Lakh,17.8
414,Hyundai Elantra SX,Bangalore,2000,242129,Petrol,Automatic,First,23.24 kmpl,1480 CC,120.88 bhp,7.0,41.41 Lakh,6.47
415,Honda Jazz VX,Delhi,2002,227127,Petrol,Automatic,Fourth & Above,25.46 kmpl,1575 CC,128.94 bhp,7.0,38.84 Lakh,4.56
416,Tata Nexon XZ,Bangalore,2014,44579,Petrol,Manual,Second,27.85 kmpl,872 CC,79.14 bhp,5.0,,13.05
417,Tata Zest XM,Delhi,2002,99532,CNG,Manual,First,27.01 km/kg,869 CC,86.22 bhp,4.0,,5.1
418,Hyundai i20 Sportz,Mumbai,2000,62596,Diesel,Manual,First,22.23 kmpl,1865 CC,168.3 bhp,5.0,48.28 Lakh,9.27
419,Toyota Corolla Altis VL,Hyderabad,1999,308153,Petrol,Automatic,First,14.87 kmpl,2344 CC,235.11 bhp,7.0,,8.33
420,Ford Aspire Titanium,Mumbai,2009,183067,Petrol,Automatic,First,21.33 kmpl,1700 CC,162.2 bhp,5.0,44.63 Lakh,13.95
421,Maruti Swift VDI,Chennai,2004,177802,Petrol,Manual,First,21.77 kmpl,1306 CC,93.88 bhp,5.0,,6.13
422,Mahindra KUV100 K8,Chennai,2014,117476,Diesel,Automatic,Second,22.29 kmpl,1758 CC,185.94 bhp,5.0,50.22 Lakh,23.04
423,Mahindra Scorpio S10,Chennai,2000,172049,Petrol,Automatic,Second,22.41 kmpl,1605 CC,131.58 bhp,5.0,41.74 Lakh,5.81
424,Toyota Innova Crysta 2.4 VX,Kolkata,2012,97168,Diesel,Automatic,Fourth & Above,20.0 kmpl,2026 CC,166.68 bhp,7.0,55.94 Lakh,19.82
425,Skoda Superb Ambition,Kolkata,2002,306535,Petrol,Automatic,First,16.21 kmpl,2339 CC,162.22 bhp,5.0,58.03 Lakh,9.48
426,Hyundai Xcent SX,Jaipur,2019,11179,Diesel,Manual,First,19.92 kmpl,1859 CC,147.47 bhp,7.0,,44.3
427,Toyota Yaris VX,Kochi,2011,111533,Diesel,Automatic,First,21.3 kmpl,1936 CC,162.39 bhp,7.0,55.31 Lakh,21.1
428,Tata Nexon XZ,Coimbatore,2003,142805,Petrol,Automatic,First,27.57 kmpl,1104 CC,73.24 bhp,5.0,27.38 Lakh,5.92
429,Hyundai Verna SX,Hyderabad,1998,151604,Petrol,Automatic,Third,21.21 kmpl,1654 CC,142.69 bhp,5.0,42.2 Lakh,5.08
430,Mini Countryman Cooper D,Kolkata,2016,51111,Diesel,Automatic,First,13.3 kmpl,2565 CC,241.12 bhp,4.0,,66.47
431,Mahindra KUV100 K8,Mumbai,2002,160478,Petrol,Automatic,First,21.68 kmpl,1690 CC,154.83 bhp,7.0,43.05 Lakh,7.22
432,Audi A4 2.0 TDI,Kochi,2015,32864,Diesel,Automatic,Third,11.39 kmpl,3255 CC,333.32 bhp,5.0,126.62 Lakh,62.12
433,Mitsubishi Outlander 2.4,Delhi,2002,197014,Petrol,Automatic,Second,19.23 kmpl,1849 CC,173.87 bhp,5.0,,10.24
434,Tata Nexon XZ,Jaipur,2005,220892,Petrol,Manual,Second,25.57 kmpl,991 CC,85.04 bhp,5.0,26.36 Lakh,4.68
435,Mahindra XUV500 W8,Mumbai,2019,11370,Diesel,Manual,First,22.03 kmpl,1403 CC,109.91 bhp,5.0,38.86 Lakh,33.99
436,Honda Civic VX,Kolkata,2019,6646,Diesel,Automatic,Second,24.71 kmpl,1192 CC,101.69 bhp,7.0,33.69 Lakh,27.24
437,Volkswagen Jetta Highline,Ahmedabad,2009,163903,Diesel,Automatic,First,18.27 kmpl,2053 CC,212.0 bhp,5.0,67.45 Lakh,21.32
438,Hyundai Verna SX,Coimbatore,2012,70623,Diesel,Automatic,First,23.11 kmpl,1488 CC,119.7 bhp,7.0,36.13 Lakh,16.16
439,Hyundai Venue SX,Kochi,2011,90890,Diesel,Automatic,Second,24.67 kmpl,1239 CC,122.02 bhp,5.0,,13.7
440,Hyundai i20 Sportz,Kolkata,2011,85412,Petrol,Manual,Second,23.23 kmpl,1573 CC,166.77 bhp,7.0,,18.37
441,Renault Kwid RXT,Pune,2005,162867,Diesel,Manual,First,28.14 kmpl,876 CC,71.69 bhp,5.0,22.73 Lakh,4.68
442,Mini Countryman Cooper D,Kochi,2012,74739,Diesel,Automatic,First,10.28 kmpl,2988 CC,317.01 bhp,5.0,118.44 Lakh,56.6
443,Skoda Yeti Ambition,Hyderabad,2014,41085,Diesel,Manual,First,17.89 kmpl,2246 CC,202.65 bhp,7.0,,39.72
444,Renault Captur RXE,Chennai,1998,262451,Diesel,Automatic,Second,25.4 kmpl,1358 CC,122.59 bhp,5.0,,3.51
445,Mahindra Bolero SLE,Jaipur,2003,388247,Diesel,Automatic,Second,19.05 kmpl,1976 CC,194.0 bhp,5.0,48.84 Lakh,6.82
446,Skoda Octavia Ambition,Bangalore,2010,97993,Diesel,Automatic,First,23.55 kmpl,1733 CC,183.54 bhp,5.0,60.65 Lakh,21.2
447,Jeep Compass Limited,Chennai,1999,177257,Diesel,Manual,First,20.78 kmpl,2252 CC,166.41 bhp,5.0,,7.94
448,Fiat Punto Emotion,Hyderabad,2005,109770,LPG,Manual,First,32.88 km/kg,801 CC,54.47 bhp,4.0,,5.25
449,Hyundai Grand i10 Sportz,Jaipur,2000,198852,Diesel,Automatic,First,19.57 kmpl,1930 CC,161.32 bhp,5.0,44.46 Lakh,7.07
450,Honda Amaze S i-Dtec,Bangalore,2005,57666,Petrol,Manual,Second,21.32 kmpl,1729 CC,170.23 bhp,5.0,,12.0
451,Mahindra XUV500 W8,Ahmedabad,2013,56303,Diesel,Automatic,Second,21.88 kmpl,1579 CC,149.72 bhp,5.0,43.62 Lakh,22.41
452,Fiat Punto Emotion,Ahmedabad,2005,142422,Petrol,Manual,First,26.13 kmpl,1193 CC,125.39 bhp,7.0,31.14 Lakh,7.19
453,Chevrolet Beat LT,Ahmedabad,2019,4302,Petrol,Manual,First,29.09 kmpl,808 CC,55.85 bhp,5.0,,21.59
454,Hyundai Grand i10 Sportz,Pune,2004,203911,Diesel,Manual,Fourth & Above,22.74 kmpl,1750 CC,152.12 bhp,5.0,43.2 Lakh,5.66
455,Maruti Swift VDI,Mumbai,2007,211220,Diesel,Manual,First,25.21 kmpl,1288 CC,111.34 bhp,5.0,32.13 Lakh,7.62
456,Maruti Ignis Delta,Kolkata,2005,110646,Diesel,Manual,First,24.52 kmpl,1314 CC,83.24 bhp,5.0,,7.86
457,Isuzu MU-X,Kochi,2012,77288,Diesel,Automatic,Third,17.34 kmpl,2288 CC,189.64 bhp,7.0,61.59 Lakh,22.18
458,Renault Triber RXZ,Delhi,2018,41839,Petrol,Manual,First,25.31 kmpl,1134 CC,99.73 bhp,5.0,,24.34
459,Skoda Octavia Ambition,Pune,2017,17125,Petrol,Automatic,Third,18.26 kmpl,2385 CC,213.67 bhp,7.0,64.94 Lakh,43.94
460,Mahindra XUV500 W8,Coimbatore,2013,24402,Diesel,Manual,First,21.5 kmpl,1532 CC,110.93 bhp,5.0,35.63 Lakh,19.37
461,Hyundai Xcent SX,Pune,2001,245671,Diesel,Automatic,Second,19.79 kmpl,1765 CC,178.92 bhp,7.0,47.43 Lakh,6.38
462,Hyundai i10 Magna,Hyderabad,1998,175545,Diesel,Automatic,Second,24.52 kmpl,1591 CC,167.78 bhp,5.0,,5.84
463,Chevrolet Cruze LTZ,Hyderabad,2005,225082,Petrol,Manual,First,25.42 kmpl,865 CC,78.97 bhp,5.0,,4.97
464,Chevrolet Cruze LTZ,Ahmedabad,2008,189887,CNG,Manual,First,27.85 km/kg,1187 CC,107.45 bhp,5.0,29.23 Lakh,8.97
465,Tata Nexon XZ,Jaipur,2016,36290,Diesel,Manual,Third,25.14 kmpl,1159 CC,90.55 bhp,4.0,27.11 Lakh,14.09
466,Toyota Fortuner 4x2 AT,Kochi,2004,190402,Diesel,Automatic,Second,22.2 kmpl,1741 CC,146.67 bhp,5.0,54.33 Lakh,10.54
467,Nissan Sunny XV,Ahmedabad,2002,116377,Petrol,Automatic,First,24.21 kmpl,1441 CC,155.72 bhp,7.0,45.17 Lakh,9.64
468,Hyundai Elantra SX,Coimbatore,1999,197077,Petrol,Automatic,First,24.43 kmpl,1211 CC,136.71 bhp,5.0,,5.39
469,Tata Nexon XZ,Delhi,1998,375780,Diesel,Manual,First,26.86 kmpl,977 CC,100.8 bhp,4.0,25.08 Lakh,2.93
470,Land Rover Discovery Sport HSE,Kolkata,2009,52164,Diesel,Manual,First,21.02 kmpl,1930 CC,179.87 bhp,7.0,93.79 Lakh,33.61
471,Hyundai Verna SX,Mumbai,2005,186230,Petrol,Manual,First,19.52 kmpl,1915 CC,128.35 bhp,7.0,42.13 Lakh,8.23
472,Volkswagen Jetta Highline,Kochi,2009,186692,Diesel,Manual,First,18.47 kmpl,2441 CC,201.64 bhp,7.0,63.92 Lakh,19.22
473,Chevrolet Beat LT,Delhi,2018,13738,Petrol,Manual,First,23.41 kmpl,1234 CC,89.39 bhp,5.0,,23.78
474,Maruti Ciaz ZXI,Kochi,2009,167979,Diesel,Manual,First,24.49 kmpl,1251 CC,119.19 bhp,7.0,31.55 Lakh,10.26
475,Skoda Yeti Ambition,Hyderabad,2014,91517,Petrol,Automatic,Second,16.18 kmpl,2291 CC,194.77 bhp,5.0,,34.65
476,Honda City i-VTEC VX,Ahmedabad,2013,128278,Diesel,Automatic,Second,26.34 kmpl,1117 CC,97.97 bhp,5.0,33.8 Lakh,15.08
477,Ford Freestyle Titanium,Ahmedabad,2006,176496,Diesel,Automatic,Second,22.38 kmpl,1635 CC,165.56 bhp,7.0,46.62 Lakh,10.16
478,Tata Nexon XZ,Hyderabad,2003,76154,Diesel,Manual,First,26.72 kmpl,1451 CC,117.75 bhp,7.0,34.21 Lakh,7.14
479,Honda WR-V VX,Bangalore,2018,18329,Diesel,Manual,Second,21.08 kmpl,1734 CC,191.88 bhp,5.0,,38.36
480,Ford Freestyle Titanium,Mumbai,1999,136806,Petrol,Automatic,First,21.59 kmpl,1796 CC,183.7 bhp,5.0,51.11 Lakh,8.18
481,Land Rover Discovery Sport HSE,Jaipur,2011,128270,Diesel,Automatic,First,23.21 kmpl,1802 CC,160.13 bhp,5.0,88.07 Lakh,34.1
482,Mitsubishi Outlander 2.4,Hyderabad,2009,159593,Diesel,Automatic,First,19.17 kmpl,2426 CC,173.84 bhp,5.0,61.45 Lakh,22.8
483,Maruti Alto 800 LXI,Kochi,2003,202840,Petrol,Manual,First,25.61 kmpl,1315 CC,133.25 bhp,7.0,,5.59
484,Mitsubishi Outlander 2.4,Ahmedabad,2001,302940,Petrol,Automatic,First,19.55 kmpl,2032 CC,165.41 bhp,5.0,,8.69
485,Mahindra Bolero SLE,Hyderabad,2001,185952,Petrol,Manual,Second,22.97 kmpl,1747 CC,180.83 bhp,7.0,,6.66
486,Tata Tiago XZ,Delhi,2006,123195,Petrol,Automatic,Second,27.57 kmpl,974 CC,91.62 bhp,5.0,28.11 Lakh,6.55
487,Hyundai Santro Sportz,Ahmedabad,2005,309527,Diesel,Automatic,First,22.58 kmpl,1337 CC,115.85 bhp,5.0,,6.17
488,Ford Freestyle Titanium,Mumbai,2015,49153,Diesel,Manual,First,19.0 kmpl,1938 CC,175.47 bhp,5.0,50.92 Lakh,30.0
489,Renault Triber RXZ,Bangalore,2003,147362,Petrol,Automatic,Second,29.87 kmpl,1000 CC,103.08 bhp,5.0,,5.59
490,Skoda Yeti Ambition,Pune,2019,15929,Petrol,Manual,Second,17.74 kmpl,2303 CC,201.93 bhp,5.0,63.0 Lakh,52.83
491,Toyota Innova Crysta 2.4 VX,Coimbatore,2014,109433,Diesel,Automatic,Fourth & Above,16.64 kmpl,2078 CC,218.84 bhp,7.0,,23.87
492,Ford Figo Titanium,Hyderabad,2001,194246,Petrol,Automatic,First,24.19 kmpl,1541 CC,106.17 bhp,5.0,38.53 Lakh,6.11
493,Maruti Ertiga VDI,Coimbatore,2000,168393,Petrol,Manual,First,24.65 kmpl,1281 CC,94.41 bhp,5.0,,3.83
494,Skoda Octavia Ambition,Jaipur,2008,108740,Diesel,Automatic,First,21.51 kmpl,1903 CC,194.09 bhp,5.0,58.15 Lakh,19.77
495,Mahindra Thar CRDe,Kochi,2009,106261,Diesel,Manual,Second,20.75 kmpl,1692 CC,160.07 bhp,7.0,46.25 Lakh,13.48
496,Hyundai i10 Magna,Chennai,2007,89282,Diesel,Manual,First,25.68 kmpl,1313 CC,112.06 bhp,5.0,,9.85
497,Ford Figo Titanium,Kochi,2015,94433,Diesel,Automatic,First,25.94 kmpl,1360 CC,139.48 bhp,5.0,42.69 Lakh,23.78
498,Chevrolet Spark LT,Kochi,2011,137541,Diesel,Manual,First,28.73 kmpl,1018 CC,105.08 bhp,5.0,30.92 Lakh,12.2
499,Maruti Alto 800 LXI,Delhi,2010,77966,Diesel,Automatic,First,26.08 kmpl,1401 CC,133.73 bhp,5.0,36.65 Lakh,14.48
500,Skoda Superb Ambition,Kochi,2008,105609,Petrol,Manual,Third,20.63 kmpl,1677 CC,164.23 bhp,7.0,53.63 Lakh,12.76
501,Audi Q5 2.0 TDI,Delhi,2001,329675,Diesel,Manual,Second,12.66 kmpl,2893 CC,258.31 bhp,5.0,112.26 Lakh,13.31
502,Maruti Ciaz ZXI,Delhi,2014,65523,Petrol,Manual,First,27.77 kmpl,1022 CC,76.96 bhp,4.0,,12.06
503,Maruti Baleno Delta,Jaipur,2006,166574,Petrol,Automatic,First,27.59 kmpl,990 CC,78.45 bhp,4.0,24.22 Lakh,6.11
504,Land Rover Range Rover Evoque,Kolkata,2019,15083,Diesel,Automatic,Second,15.98 kmpl,2206 CC,190.52 bhp,5.0,,73.98
505,Maruti Wagon R LXI CNG,Kochi,2001,348415,Petrol,Manual,Second,27.45 kmpl,895 CC,70.67 bhp,5.0,24.91 Lakh,3.24
506,Hyundai i20 Sportz,Pune,2019,12796,Diesel,Manual,Second,20.22 kmpl,1885 CC,186.68 bhp,5.0,47.52 Lakh,37.1
507,Toyota Fortuner 4x2 AT,Jaipur,2005,244935,Petrol,Manual,Second,17.55 kmpl,2049 CC,139.26 bhp,5.0,,9.16
508,Renault Triber RXZ,Bangalore,2019,9497,LPG,Manual,First,25.67 km/kg,939 CC,73.87 bhp,7.0,21.14 Lakh,19.13
509,Ford Figo Titanium,Jaipur,2002,223238,Petrol,Automatic,First,23.51 kmpl,1852 CC,144.68 bhp,5.0,,6.67
510,Honda BR-V VX i-DTEC,Jaipur,2001,358463,Petrol,Automatic,Third,19.93 kmpl,1939 CC,181.21 bhp,7.0,46.87 Lakh,4.7
511,Toyota Yaris VX,Pune,2002,184310,Diesel,Automatic,First,24.02 kmpl,1548 CC,159.9 bhp,7.0,,9.3
512,Ford Aspire Titanium,Ahmedabad,2004,157911,Petrol,Automatic,First,27.22 kmpl,1255 CC,99.08 bhp,5.0,,6.3
513,Chevrolet Cruze LTZ,Coimbatore,2011,106479,Petrol,Manual,First,25.72 kmpl,1163 CC,94.05 bhp,5.0,30.9 Lakh,13.88
514,Tata Tiago XZ,Delhi,2006,106241,Petrol,Manual,First,26.77 kmpl,927 CC,100.69 bhp,5.0,29.7 Lakh,7.61
515,Tata Zest XM,Jaipur,2012,78296,Diesel,Manual,First,28.2 kmpl,1170 CC,113.42 bhp,7.0,31.66 Lakh,14.85
516,Tata Tiago XZ,Mumbai,2012,127463,CNG,Manual,First,24.39 km/kg,1047 CC,68.58 bhp,5.0,,8.92
517,Chevrolet Beat LT,Kolkata,2014,50668,Petrol,Manual,First,28.47 kmpl,828 CC,71.21 bhp,5.0,,12.98
518,Jeep Compass Limited,Hyderabad,2002,124260,Diesel,Automatic,First,20.62 kmpl,1783 CC,140.1 bhp,7.0,,10.74
519,Mini Cooper S,Mumbai,2004,135110,Diesel,Automatic,First,19.48 kmpl,2004 CC,177.32 bhp,4.0,92.08 Lakh,23.3
520,Fiat Punto Emotion,Kolkata,2000,216271,Petrol,Automatic,Second,25.35 kmpl,1257 CC,78.72 bhp,7.0,25.28 Lakh,3.39
521,Toyota Innova Crysta 2.4 VX,Mumbai,2001,360596,Diesel,Automatic,Second,17.51 kmpl,2321 CC,236.45 bhp,7.0,68.69 Lakh,8.44
522,Ford EcoSport Titanium,Ahmedabad,2000,227796,Diesel,Automatic,Second,25.89 kmpl,1225 CC,111.12 bhp,7.0,36.55 Lakh,4.64
523,Mahindra XUV500 W8,Bangalore,2015,51585,Diesel,Automatic,First,20.29 kmpl,1767 CC,117.47 bhp,5.0,37.74 Lakh,26.48
524,Maruti Baleno Delta,Bangalore,2008,248528,Diesel,Manual,First,22.77 kmpl,1287 CC,130.38 bhp,5.0,31.21 Lakh,7.74
525,Renault Kwid RXT,Delhi,2013,49775,Petrol,Manual,Second,23.84 kmpl,1373 CC,98.01 bhp,5.0,28.98 Lakh,14.41
526,Chevrolet Beat LT,Pune,2007,170574,Diesel,Automatic,First,25.41 kmpl,1222 CC,113.6 bhp,5.0,31.45 Lakh,8.09
527,Volvo S60 D3,Kochi,2006,216391,Petrol,Automatic,Second,10.7 kmpl,3453 CC,374.4 bhp,5.0,,31.61
528,Tata Tigor XZ,Kolkata,2012,45548,Petrol,Manual,First,25.59 kmpl,1072 CC,92.19 bhp,5.0,25.13 Lakh,10.9
529,Tata Tiago XZ,Ahmedabad,2010,103726,Petrol,Manual,First,27.57 kmpl,1058 CC,95.73 bhp,5.0,,9.65
530,Maruti Wagon R LXI CNG,Jaipur,2002,176960,Petrol,Automatic,First,23.87 kmpl,1193 CC,115.42 bhp,7.0,29.96 Lakh,5.0
531,Volkswagen Vento Highline,Bangalore,2007,65024,Diesel,Automatic,Second,20.28 kmpl,1940 CC,142.04 bhp,5.0,54.67 Lakh,17.47
532,Chevrolet Spark LT,Kochi,1998,233773,Diesel,Automatic,First,28.22 kmpl,933 CC,92.23 bhp,5.0,,2.79
533,Ford Freestyle Titanium,Bangalore,2005,156549,Petrol,Automatic,First,22.92 kmpl,1754 CC,152.51 bhp,7.0,,9.09
534,Jeep Compass Longitude,Kolkata,2017,28497,Petrol,Automatic,Second,21.89 kmpl,1701 CC,149.6 bhp,5.0,56.67 Lakh,42.87
535,Tata Tiago XZ,Ahmedabad,2003,249668,Petrol,Manual,First,24.78 kmpl,1313 CC,98.75 bhp,4.0,,5.32
536,Toyota Yaris VX,Jaipur,2000,362539,Diesel,Automatic,First,17.39 kmpl,2290 CC,215.93 bhp,5.0,,8.8
537,Skoda Rapid Ambition,Hyderabad,2019,5377,Diesel,Manual,First,16.23 kmpl,2487 CC,196.07 bhp,7.0,,67.95
538,Skoda Octavia Ambition,Mumbai,2007,38691,Petrol,Automatic,Second,22.02 kmpl,1811 CC,186.14 bhp,7.0,,16.86
539,Tata Tiago XZ,Ahmedabad,2004,162500,Petrol,Automatic,First,27.65 kmpl,1136 CC,87.27 bhp,7.0,25.83 Lakh,6.06
540,Ford Freestyle Titanium,Mumbai,2013,28055,Petrol,Automatic,Second,17.8 kmpl,1872 CC,121.43 bhp,5.0,,21.72
541,Chevrolet Beat LT,Mumbai,2019,6974,Petrol,Manual,Second,30.32 kmpl,838 CC,66.13 bhp,4.0,23.49 Lakh,18.99
542,Jaguar XF 2.2 Litre,Pune,2013,94309,Diesel,Manual,Third,12.1 kmpl,3265 CC,271.4 bhp,4.0,118.11 Lakh,42.32
543,Volkswagen Vento Highline,Ahmedabad,2016,39368,Diesel,Manual,First,16.42 kmpl,2373 CC,260.4 bhp,5.0,70.63 Lakh,46.31
544,Volkswagen Jetta Highline,Hyderabad,2016,41403,Petrol,Manual,First,22.63 kmpl,1719 CC,166.07 bhp,7.0,,36.77
545,Honda City i-VTEC VX,Pune,2002,188183,Diesel,Manual,First,21.76 kmpl,1719 CC,151.81 bhp,5.0,46.9 Lakh,7.62
546,Jaguar XE 2.0 Diesel,Kolkata,2013,52390,Diesel,Automatic,First,15.96 kmpl,2523 CC,206.98 bhp,5.0,101.45 Lakh,57.51
547,Hyundai i10 Magna,Pune,2015,72802,Petrol,Manual,First,25.22 kmpl,1235 CC,104.14 bhp,5.0,36.71 Lakh,24.23
548,Land Rover Range Rover Evoque,Hyderabad,2013,97970,Diesel,Automatic,First,9.14 kmpl,3186 CC,342.58 bhp,5.0,122.94 Lakh,55.44
549,Toyota Glanza G,Coimbatore,2000,100013,Diesel,Automatic,Second,19.92 kmpl,1778 CC,137.91 bhp,7.0,53.33 Lakh,8.96
550,Ford Figo Titanium,Ahmedabad,2010,116908,Petrol,Manual,Second,26.32 kmpl,1260 CC,108.5 bhp,7.0,33.64 Lakh,10.91
551,Hyundai Venue SX,Delhi,2008,180754,Diesel,Automatic,First,24.03 kmpl,1428 CC,127.18 bhp,7.0,40.99 Lakh,12.3
552,Maruti Swift Dzire VDI,Bangalore,2010,167958,Petrol,Automatic,First,24.08 kmpl,1275 CC,130.5 bhp,4.0,33.3 Lakh,13.31
